Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
JJSF,J & J Snack Foods Corp.,82.41,1550043592,n/a,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf
MAYS,"J. W. Mays, Inc.",24.25,48882665,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays
JBHT,"J.B. Hunt Transport Services, Inc.",75.73,8904576493,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",43.79,2011290683,n/a,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
JASO,"JA Solar Holdings, Co., Ltd.",7.78,310987769.4,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
JKHY,"Jack Henry & Associates, Inc.",49.66,4276336868,n/a,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,40.77,1813469537,n/a,1996,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack
JXSB,Jacksonville Bancorp Inc.,19.68,37392098.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb
JAXB,"Jacksonville Bancorp, Inc.",0.49,51886531.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jaxb
JAKK,"JAKKS Pacific, Inc.",11.37,253623063.1,n/a,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk
JMBA,"Jamba, Inc.",16.01,267409858.8,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba
JRCC,James River Coal Company,1.75,62751643.5,n/a,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/jrcc
JAZZ,Jazz Pharmaceuticals plc,72.75,4265116578,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz
JDSU,JDS Uniphase Corporation,15.14,3581552844,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/jdsu
JFBI,"Jefferson Bancshares, Inc.",5.68,37499456.56,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jfbi
JBLU,JetBlue Airways Corporation,6.46,1822560724,n/a,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu
JCTCF,Jewett-Cameron Trading Company,13.4,42010715.2,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf
DATE,Jiayuan.com International Ltd.,5.52,177121873.9,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/date
JST,Jinpan International Limited,5.03,82569743.68,n/a,1998,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/jst
JIVE,"Jive Software, Inc.",17.22,1147527885,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/jive
JOEZ,Joe&#39;s Jeans Inc.,1.84,125098486.7,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/joez
JBSS,"John B. Sanfilippo & Son, Inc.",20.53,225573498.2,n/a,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,25.2,250181618.4,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout
JOSB,"Jos. A. Bank Clothiers, Inc.",42.37,1185087587,n/a,1994,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/josb
TAX,JTH Holding Inc. D/B/A Liberty Tax Service,17.76,230539967,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tax
KALU,Kaiser Aluminum Corporation,64.59,1220913961,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu
KBIO,"KaloBios Pharmaceuticals, Inc.",5.84,141196635,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kbio
KMDA,Kamada Ltd.,12.23,430429933.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda
KNDI,"Kandi Technologies Group, Inc.",4.53,147405597.5,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi
KCLI,Kansas City Life Insurance Company,40.17,442798569.7,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/kcli
KCAP,"KCAP Financial, Inc.",10.83,357807745.6,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap
KRNY,Kearny Financial,10.52,700437800.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny
KIPO,"Keating Capital, Inc.",6.16,56254487.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kipo
KELYA,"Kelly Services, Inc.",17.95,667370230,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",19.13,66047951.05,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb
KFFB,Kentucky First Federal Bancorp,8.196,69905257.63,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb
KERX,"Keryx Biopharmaceuticals, Inc.",8.11,662733450.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx
KEQU,Kewaunee Scientific Corporation,12.72,32963396.64,n/a,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ
KTEC,"Key Technology, Inc.",14.91,92000708.73,n/a,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec
KTCC,Key Tronic Corporation,11.59,121565841,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc
KEYN,"Keynote Systems, Inc.",19.93,367684085.8,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/keyn
KFRC,"Kforce, Inc.",15.8,545595614.4,n/a,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc
KBALB,"Kimball International, Inc.",10.9,415071324.2,n/a,1976,Technology,Electrical Products,http://www.nasdaq.com/symbol/kbalb
KGJI,Kingold Jewelry Inc.,1.23,79250302.2,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/kgji
KINS,"Kingstone Companies, Inc",5.128,19696237.76,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins
KONE,Kingtone Wirelessinfo Solution Holding Ltd,2.444,3433820,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone
KIOR,"KiOR, Inc.",4.37,464377062.4,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kior
KIPS,"Kips Bay Medical, Inc.",0.9941,26760256.43,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/kips
KIRK,"Kirkland&#39;s, Inc.",18.93,323431449.2,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk
KLAC,KLA-Tencor Corporation,60.39,10017836276,n/a,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac
VLCCF,Knightsbridge Tankers Limited,7.07,173017471.3,n/a,1997,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/vlccf
KONA,"Kona Grill, Inc.",12.6,107813953.8,n/a,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona
KONG,KongZhong Corporation,6.65,278983732.7,n/a,2004,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/kong
KOPN,Kopin Corporation,3.75,248685787.5,n/a,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn
KOSS,Koss Corporation,5.25,38758986,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/koss
KRFT,"Kraft Foods Group, Inc.",56.69,33700543756,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/krft
KTOS,"Kratos Defense & Security Solutions, Inc.",6.91,391477688.9,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos
KUTV,"Ku6 Media Co., Ltd.",1.28,60523321.6,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/kutv
KLIC,"Kulicke and Soffa Industries, Inc.",11.26,846959668.2,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic
KVHI,"KVH Industries, Inc.",14.22,220564628.3,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi
KYTH,"Kythera Biopharmaceuticals, Inc.",29.02,533522949.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kyth
LLEN,"L&L Energy, Inc.",3.46,131996498.4,n/a,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/llen
FSTR,L.B. Foster Company,44.78,455299172.3,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr
LSBK,"Lake Shore Bancorp, Inc.",11.46,67833252.72,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk
LBAI,"Lakeland Bancorp, Inc.",11.06,330300927.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,30.42,499632712,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn
LAKE,"Lakeland Industries, Inc.",4.95,29302668.45,n/a,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake
LACO,"Lakes Entertainment, Inc.",3.7,97831463.2,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/laco
LRCX,Lam Research Corporation,50.43,8205826631,n/a,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx
LAMR,Lamar Advertising Company,45.02,4244627008,n/a,1996,Technology,Advertising,http://www.nasdaq.com/symbol/lamr
LANC,Lancaster Colony Corporation,83.97,2293724520,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc
LNDC,Landec Corporation,15.08,391015533,n/a,1996,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lndc
LARK,Landmark Bancorp Inc.,20.5,59934907,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark
LSTR,"Landstar System, Inc.",53,2467743335,n/a,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr
LTRX,"Lantronix, Inc.",1.59,23181824.76,n/a,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx
LPSB,"LaPorte Bancorp, Inc.",10.1,62673025,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lpsb
LSCC,Lattice Semiconductor Corporation,5.22,603632359.3,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc
LAWS,"Lawson Products, Inc.",14.02,120662513.1,n/a,1970,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws
LAYN,Layne Christensen Company,20.47,406958625,n/a,1992,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn
LCAV,LCA-Vision Inc.,3.17,60821569.55,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lcav
LCNB,LCNB Corporation,22.17,169066646.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb
GAGA,Le Gaga Holdings Limited,3.69,168369556.1,n/a,2010,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/gaga
LBIX,Leading Brands Inc,4.6973,13765348.4,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/lbix
LEAP,"Leap Wireless International, Inc.",7.98,630785994.7,n/a,1985,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/leap
LTRE,"Learning Tree International, Inc.",3.21,42428123.64,n/a,1995,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ltre
LGCY,Legacy Reserves LP,27.09,1555611257,n/a,1996,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcy
LMAT,"LeMaitre Vascular, Inc.",6.64,101259973.4,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmat
LXRX,"Lexicon Pharmaceuticals, Inc.",2.62,1344126213,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lxrx
LHCG,LHC Group,20.67,363599334.9,n/a,2005,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lhcg
LBTYA,Liberty Global plc,79.22,20346461887,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtya
LBTYB,Liberty Global plc,78.87,802604386.7,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyb
LBTYK,Liberty Global plc,74.15,7822407461,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyk
LINTA,Liberty Interactive Corporation,24.5,12977586055,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/linta
LINTB,Liberty Interactive Corporation,24.5,708475148.5,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lintb
LVNTA,Liberty Interactive Corporation,86.91,3197116279,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lvnta
LVNTB,Liberty Interactive Corporation,86.6,124936867.4,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lvntb
LMCA,Liberty Media Corporation,137.96,16623246287,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmca
LMCB,Liberty Media Corporation,136.87,1351807231,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmcb
LPHI,Life Partners Holdings Inc,2.91,54264131.88,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lphi
LIFE,Life Technologies Corporation,74.6,12836957255,n/a,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/life
LPNT,"LifePoint Hospitals, Inc.",51.57,2443876618,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/lpnt
LCUT,"Lifetime Brands, Inc.",13.83,177405901.6,n/a,1991,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lcut
LFVN,Lifevantage Corporation,2.6,295162517,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lfvn
LWAY,"Lifeway Foods, Inc.",17.83,291449483.1,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lway
LGND,Ligand Pharmaceuticals Incorporated,43.86,887505301.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lgnd
LTBR,Lightbridge Corporation,1.6301,20468187.64,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ltbr
LPTH,"LightPath Technologies, Inc.",1.64,21247393.92,n/a,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/lpth
LIWA,"Lihua International, Inc.",5.34,159243264.2,n/a,2009,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/liwa
LIME,Lime Energy Co.,0.865,20733067.36,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/lime
LLNW,"Limelight Networks, Inc.",2.4,230751477.6,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/llnw
LMNR,Limoneira Co,21.1,280755144.1,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lmnr
LINC,Lincoln Educational Services Corporation,6.18,148329375.1,n/a,2005,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/linc
LECO,"Lincoln Electric Holdings, Inc.",62.8,5216942826,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco
LLTC,Linear Technology Corporation,39.9,9306854869,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/lltc
LTON,Linktone Ltd.,2.5,101768427.5,n/a,2004,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/lton
LNCO,"Linn Co, LLC",29.16,1014403500,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lnco
LINE,"Linn Energy, LLC",24.84,5839237365,n/a,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/line
LIOX,"Lionbridge Technologies, Inc.",3.23,209951889.6,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/liox
LPDX,"LipoScience, Inc.",6.29,92305995.31,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/lpdx
LQDT,"Liquidity Services, Inc.",33.67,1064767858,n/a,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lqdt
LFUS,"Littelfuse, Inc.",83.32,1841911664,n/a,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/lfus
LIVE,"LiveDeal, Inc.",2.67,9352003.41,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/live
LPSN,"LivePerson, Inc.",9.93,546928541.8,n/a,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/lpsn
JADE,"LJ International, Inc.",1.98,63503890.56,n/a,1998,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/jade
LKQ,LKQ Corporation,26,7763805192,n/a,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/lkq
LMIA,"LMI Aerospace, Inc.",19.31,248094165.5,n/a,1998,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmia
LNBB,"LNB Bancorp, Inc.",8.88,82616873.76,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lnbb
LOCM,Local Corporation,1.61,36832671.96,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/locm
LOGI,Logitech International S.A.,6.7,1067427464,n/a,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",28.12,683694860.8,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm
LOJN,LoJack Corporation,3.25,59382446.5,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lojn
LOOK,"LookSmart, Ltd.",0.6401,11077460.5,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/look
LORL,"Loral Space and Communications, Inc.",62.74,1930385136,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl
LABC,"Louisiana Bancorp, Inc.",17.45,50050124.9,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/labc
LPTN,"Lpath, Inc.",4.8,63015600,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptn
LPLA,LPL Financial Holdings Inc.,38.42,4093638667,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla
LRAD,LRAD Corporation,1.17,37954447.83,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/lrad
LSBI,LSB Financial Corp.,25.3,39386584.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbi
LSI,LSI Corporation,7.54,4143675720,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lsi
LYTS,LSI Industries Inc.,8.17,196340598.5,n/a,1985,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/lyts
LTXC,LTX-Credence Corporation,5.87,279375811.5,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ltxc
LULU,lululemon athletica inc.,66.36,7414982720,n/a,2007,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu
LMNX,Luminex Corporation,23.19,964412733.6,n/a,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx
LMOS,Lumos Networks Corp.,18.66,409412771.6,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lmos
LUNA,Luna Innovations Incorporated,1.58,22213408.02,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/luna
MBTF,M B T Financial Corp,3.77,67505065.81,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf
MTSI,"M/A-COM Technology Solutions Holdings, Inc.",14.8,682172359.6,n/a,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi
MCBC,Macatawa Bank Corporation,5.31,144717810.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc
MFNC,Mackinac Financial Corporation,8.9,49464945.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc
MCBK,"Madison County Financial, Inc.",18.395,58736228.33,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mcbk
MAGS,Magal Security Systems Ltd.,3.5999,58129464.45,n/a,1993,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mags
MGLN,"Magellan Health Services, Inc.",57.61,1559602769,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln
MPET,Magellan Petroleum Corporation,1.07,47767991.81,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpet
MGIC,Magic Software Enterprises Ltd.,5.8,212435022.4,n/a,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic
CALL,magicJack VocalTec Ltd,15.1,280127952,n/a,1992,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/call
MNGA,MagneGas Corporation,0.84,16896615.96,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga
MAG,"Magnetek, Inc.",18.12,58346436.24,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mag
MGYR,"Magyar Bancorp, Inc.",5.74,33334154.56,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr
MHLD,"Maiden Holdings, Ltd.",12.05,872912375.1,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld
MSFG,"MainSource Financial Group, Inc.",14.09,287114874.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg
COOL,Majesco Entertainment Company,0.629,26321596.94,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cool
MMYT,MakeMyTrip Limited,13.88,521917953,n/a,2010,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt
MAKO,MAKO Surgical Corp.,12.46,584911561.8,n/a,2008,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/mako
MLVF,"Malvern Bancorp, Inc.",11.9001,78046484.55,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/mlvf
MAMS,"MAM Software Group, Inc.",4.75,67062832.25,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mams
MNDL,"Mandalay Digital Group, Inc",4.162,85105508.29,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mndl
MANH,"Manhattan Associates, Inc.",83.03,1615967888,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh
LOAN,"Manhattan Bridge Capital, Inc",1.63,6967614.3,n/a,1997,Finance,Finance Companies,http://www.nasdaq.com/symbol/loan
MNTX,"Manitex International, Inc.",10.46,128614894.3,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mntx
MTEX,"Mannatech, Incorporated",11.8,31243273,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex
MNKD,MannKind Corporation,6.96,2024540815,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd
MANT,ManTech International Corporation,26.72,991741069.8,n/a,1971,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant
MCHX,"Marchex, Inc.",6.12,230815445,n/a,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx
MARPS,Marine Petroleum Trust,16.7701,33540200,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps
LEDR,"Market Leader, Inc",11.32,305872286.4,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/ledr
MKTX,"MarketAxess Holdings, Inc.",50.78,1904567070,n/a,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx
MKTO,"Marketo, Inc.",21.38,765065105.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mkto
MRLN,Marlin Business Services Corp.,21.51,276653489.2,n/a,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln
MRTN,"Marten Transport, Ltd.",17.45,579692978.6,n/a,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/mrtn
MMLP,Martin Midstream Partners L.P.,46.05,1226047910,n/a,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mmlp
MRVL,Marvell Technology Group Ltd.,12.01,5910121000,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl
MASI,Masimo Corporation,22.94,1293881058,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi
MASC,Material Sciences Corporation,10.09,102951508.9,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/masc
MTRX,Matrix Service Company,16.72,435908139.9,n/a,1981,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/mtrx
MAT,"Mattel, Inc.",47.08,16261335863,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat
MATR,Mattersight Corporation,2.85,48828337.5,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/matr
MATW,Matthews International Corporation,39.36,1086701418,n/a,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/matw
MFRM,Mattress Firm Holding Corp.,45.81,1550400053,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/mfrm
MTSN,"Mattson Technology, Inc.",2.52,148305200.4,n/a,1994,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsn
MXIM,"Maxim Integrated Products, Inc.",28.37,8257723250,n/a,1988,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim
MXWL,"Maxwell Technologies, Inc.",7.97,232587896.3,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mxwl
MAXY,"Maxygen, Inc.",2.5,69481300,n/a,1999,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/maxy
MFLR,"Mayflower Bancorp, Inc.",19.29,39816604.74,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mflr
MZOR,Mazor Robotics Ltd.,13.3,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mzor
MBFI,MB Financial Inc.,28.17,1543674731,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi
MCGC,MCG Capital Corporation,5.33,379558019.9,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/mcgc
MGRC,McGrath RentCorp,34.7,874142655.7,n/a,1984,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mgrc
